Tempo_teste_OO,596.449000
Tempo_teste_O3,50.955000
Tempo_teste_OO,600.554000
Tempo_teste_O3,52.033000
Tempo_teste_OO,591.679000
Tempo_teste_O3,51.290000
Tempo_teste_OO,614.921000
Tempo_teste_O3,60.042000
Tempo_teste_OO,630.245000
Tempo_teste_O3,60.073000
Tempo_teste_OO,615.335000
Tempo_teste_O3,54.640000
Tempo_teste_OO,600.849000
Tempo_teste_O3,52.092000
Tempo_teste_OO,599.109000
Tempo_teste_O3,52.041000
Tempo_teste_OO,599.389000
Tempo_teste_O3,52.423000
Tempo_teste_OO,599.100000
Tempo_teste_O3,52.044000
